stimulus_presentations_id,start_time,stop_time,duration,image_name,image_index,is_change,omitted,start_frame,end_frame,image_set
0,307.8633,308.11351,0.25021000000003824,im000,0,False,False,17987,18002.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
1,308.61392,308.86412,0.25020000000000664,im000,0,False,False,18032,18047.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
2,309.36451,309.61471,0.25020000000000664,im000,0,False,False,18077,18092.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
3,310.11512,310.36534,0.250220000000013,im000,0,False,False,18122,18137.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
4,310.86575,311.11594,0.2501900000000319,im000,0,False,False,18167,18182.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
5,311.61636,311.86657,0.25021000000003824,im000,0,False,False,18212,18227.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
6,312.36696,312.61717,0.2502099999999814,im000,0,False,False,18257,18272.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
7,313.11759,313.36809,0.2504999999999882,im000,0,False,False,18302,18317.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
8,313.86844,314.11878,0.25033999999999423,im000,0,False,False,18347,18362.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
9,314.6188,314.86901,0.2502099999999814,im000,0,False,False,18392,18407.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
10,315.36942,315.61961,0.2501900000000319,im000,0,False,False,18437,18452.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
11,316.12004,316.37023,0.25018999999997504,im000,0,False,False,18482,18497.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
12,316.87065,317.12085,0.25020000000000664,im000,0,False,False,18527,18542.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
13,317.62149,317.87174,0.2502499999999941,im000,0,False,False,18572,18587.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
14,318.37186,318.62205,0.25018999999997504,im000,0,False,False,18617,18632.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
15,319.10581,319.35581,0.25,omitted,8,False,True,18661,,omitted
16,319.87308,320.12329,0.2502099999999814,im000,0,False,False,18707,18722.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
17,320.6237,320.87392,0.250220000000013,im000,0,False,False,18752,18767.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
18,321.37431,321.62451,0.25020000000000664,im000,0,False,False,18797,18812.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
19,322.12492,322.37512,0.25020000000000664,im000,0,False,False,18842,18857.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
20,322.87553,323.12574,0.2502099999999814,im000,0,False,False,18887,18902.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
21,323.62615,323.87636,0.2502099999999814,im000,0,False,False,18932,18947.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
22,324.37676,324.62698,0.250220000000013,im000,0,False,False,18977,18992.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
23,325.12742,325.37786,0.250440000000026,im000,0,False,False,19022,19037.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
24,325.87828,326.12848,0.25020000000000664,im000,0,False,False,19067,19082.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
25,326.62861,326.87881,0.25020000000000664,im000,0,False,False,19112,19127.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
26,327.37922,327.62941,0.2501900000000319,im000,0,False,False,19157,19172.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
27,328.12983,328.38004,0.2502099999999814,im000,0,False,False,19202,19217.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
28,328.88045,329.13063,0.2501800000000003,im000,0,False,False,19247,19262.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
29,329.63103,329.88127,0.2502399999999625,im000,0,False,False,19292,19307.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
30,330.36499,330.61499,0.25,omitted,8,False,True,19336,,omitted
31,331.13228,331.38249,0.25021000000003824,im000,0,False,False,19382,19397.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
32,331.88287,332.1331,0.25022999999998774,im000,0,False,False,19427,19442.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
33,332.63352,332.88371,0.2501900000000319,im000,0,False,False,19472,19487.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
34,333.38412,333.63432,0.25020000000000664,im000,0,False,False,19517,19532.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
35,334.13473,334.38492,0.2501900000000319,im000,0,False,False,19562,19577.0,Natural_Images_Lum_Matched_set_ophys_6_2017.07.14
